statement,value
"Says Rudy Giuliani ""bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"" in early February.",0
"“While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption” which means “the government will be able to see all of your messages and listen to all of your calls.”",0
People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.,0
"“In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.”",0
"Says a California surfer was “alone, in the ocean,” when he was arrested for violating the state’s stay-at-home order.",1
"“North Carolina & Virginia State line is closed. Nothing in or out.""",0
Says this poem about people staying home was written by Kathleen O’Mara in 1869.,0
"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",1
"“Non-essential people get to file for unemployment and make two to three times more than normal,” but essential workers still on the job get no pay raise.",1
“59 people die as pastor gives them dettol to drink in church to prevent coronavirus.”,0
The Obama administration left Trump with a “stockpile with a cupboard that was bare.”,0
"“If you’ve let somebody claim your kids for income tax purposes, you will not receive a stimulus check. The person who claimed your kids is gonna get it.”",1
Says video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”,0
Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”,0
Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”,0
“The Chinese Communist Party is using Zoom as a way to spy on our citizens.”,0
Photo shows a crowded New York City subway train during stay-at-home order.,1
“Pelosi tried to block voter ID/absentee ballot protections.”,1
"“Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off.”",0
“Rivers in Oklahoma are full of catfish carrying the virus.”,0
Says the NBA is asking Donald Trump to “resign or we’ll never play again.”,0
"“Unemployment now pays $24/hour, even if your wages were lower. Why don’t ‘essential’ people forced to still work get $24, too?”",1
Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,0
"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”",0
“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,0
Says a “5G LAW PASSED while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,0
"Says for otherwise healthy people “experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis … only high temperatures kill a virus, so let your fever run high,” but not over 103 or 104 degrees.",0
Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,0
"“There was no effort” to get American experts into China after it announced the coronavirus, and “we had one person in-country (and Trump) pulled him out of the country.”",0
Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”,0
"“In Chicago, Covid-19 actually LOWERED the death rate.”",0
"“This lady here applied sanitizer to her hands/forearms & went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”",0
"“We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.”",0
Says the U.S. is developing an “antivirus” that includes a chip to track your movement.,0
"Says for the coronavirus, “the death rate in Texas, per capita of 29 million people, we're one of the lowest in the country.""",1
"Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”",0
"Says Italy arrested a doctor “for intentionally killing over 3,000 coronavirus patients.”",0
"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”",1
“Queen Elizabeth tests positive for COVID-19.”,0
Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”,0
“if your child gets this virus their going to hospital alone in a van with people they don’t know...to be with people they don’t know… you will be at home without them in their time of need.”,0
“They’re furloughing nurses in hospitals in western New York state.”,0
"Says President Donald Trump will announce that a scientist ""finally found vaccine to cure corona virus.""",0
"Says Ron Johnson said Americans should go back to work, because ""death is an unavoidable part of life.""",1
"Says North Carolina ""hospital beds are typically 85% full across the state.”",1
"Says Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the Sky, God rescue your people.”",0
“My mask will keep someone else safe and their mask will keep me safe.”,1
"“We’ve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.”",1
"Shows a waitress saying, ""I lost my job. But I'll sleep better knowing” that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries: “Thanks, Democrats”",0
Says students have to repeat the same grade next year.,0
"Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020",1
“We inherited a broken test” for COVID-19.,0
Says certain states are banning the sale of alcohol.,0
"Says the Coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase.",0
"“I didn’t say that” some of the medical equipment that governors are requesting, they don't actually need.",0
“COVID literally stands for Chinese Originated Viral Infectious Disease.”,0
"Says imposters in hazmat suits are going door to door in Stockton, Calif., saying they are checking residents for fever or COVID-19, but they “will enter your home and physically attempt robbery.”",0
"Says Nevada Gov. Steve Sisolak ""has banned the use of an anti-malaria drug that might help cure coronavirus.”",0
"Speaking of his restriction on travel from China, “I had (Joe) Biden calling me xenophobic. … He called me a racist, because of the fact that he felt it was a racist thing to stop people from China coming in.”",0
Says to leave objects in the sun to avoid contracting the coronavirus.,0
"Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore.",1
Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,0
Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,1
"“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that's why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”",0
“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”,0
"“All schools in Canada are closed for the rest of the school year, each family will receive $950 every two weeks for the next 15 weeks, banks were notif(ied) to suspend mortgage payments for at least 6 months, and student loans deferred.”",1
“Australia Closing Borders in a few hours for 6-months”,1
An audio message lists five ways people can prevent the novel coronavirus.,0
“Bill Gates told us about the coronavirus in 2015.”,1
Says a military Humvee labeled “COVID-19 quarantine team” was on Interstate 696 in Michigan.,0
"""If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.""",0
“Boil some orange peels wit cayenne pepper in it stand over the pot breathe in the steam so all that mucus can release from yo nasal… MUCUS is the problem its where THE VIRUS LIVES!!!”,0
"Says N.Y. Gov. Andrew Cuomo “rejected buying recommended 16,000 ventilators in 2015 for the pandemic, for a pandemic, established death panels and lotteries instead. So, he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.”",0
Says Gov. Tony Evers is “pushing firearm confiscation orders”,0
Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,1
“Fish tank additive may treat coronavirus.”,0
"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.",0
Says Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.,0
Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,1
“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,0
"""U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000.""",0
Quotes Joe Biden as saying “people who have never died before are now dying from coronavirus.”,0
"Says ""special military helicopters will spray pesticide against the Corona virus in the skies all over the country.""",0
Says businesses will give you free baby formula during the coronavirus outbreak.,0
"""Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The Coronavirus.""",0
"“So Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.”",1
“Go to 2020census.gov and fill out this census form so you can get your stimulus check.”,0
Says longstanding Food and Drug Administration regulations “created barriers to the private industry creating a test quickly” for the coronavirus.,1
“Wisconsin is the only state where all Republicans voted against protecting its citizens.”,1
“No city in the state can quarantine itself without state approval.”,1
For coronavirus cases “in the U.S. 38% of those hospitalized are under 35.”,0
"The federal government is “preparing to mobilize the national guard,” “dispatch them across the US with military” and “announce a nationwide 1 week quarantine for all citizens.”",0
“Sunlight actually can kill the (novel coronavirus.)”,0
"2019 coronavirus can live for ""up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",1
“People are going door to door in Colorado Springs stating they are COVID testing so they can rob people!!!!”,0
"Says ""there is no"" COVID-19 virus.",0
"Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13, 2020, the stock market set ""an all-time record.""",1
Says coronavirus is just “the damn flu.”,0
"The coronavirus ""snuck up on us,” adding that it is “a very unforeseen thing.”",0
"Says President Donald Trump said, “People are dying who have never died before.”",0
"""George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.""",0
Says the New York Times exposed the “real reason behind coronavirus hype: Crash the market to harm Trump’s re-election chances.”,0
"Says Donald Trump tweeted, “I ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldn’t think of offending you with a check if I’m not your president! #MAGA”",0
"“I've always known this is a real, this is a pandemic. I've felt it was a pandemic long before it was called a pandemic.”",0
"“President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”",0
“Italy has decided not to treat their elderly for this virus.”,0
"“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”",0
"Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.""",0
"""COVID-19 started because we eat animals.""",0
"“Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.”",0
“MSNBC actually said on air ‘I hope enough people die from coronavirus that it harms Trump’s re-election.’”,0
"Says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",1
The WHO coronavirus test “was a bad test.”,0
In South Florida “all children and adults must remain in their homes” due to coronavirus.,0
President Donald Trump “will evoke (sic) what is called the Stafford act” and “order a two week mandatory quarantine for the nation.”,0
"Says Donald Trump “cut funding to the CDC,” “fired the Pandemic Response Team,” “refused WHO tests” and “wasted two weeks calling this outbreak a ‘Democrat hoax.’”",0
Donald Trump is “announcing tomorrow that the US is going into quarantine for the next 14 days.”,0
Says Spectrum will provide free internet to students during coronavirus school closures.,1
"Silver Solution used on strains of coronavirus ""totally eliminate it. Kills it. Deactivates it.”",0
The World Health Organization offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.”,0
“Coronavirus — 22. Clintons — 39.”,0
Says COVID-19 came to the United States in 2019.,0
“The CDC can detain anyone with a fever — indefinitely. … Vaccination (is) a way people could get out of detention.”,0
“‘The Simpsons' predicted Tom Hanks getting coronavirus in 2007.”,0
Says Nancy Pelosi was “caught trying to include abortion funding in bill to combat coronavirus.”,0
Drinking “water a lot and gargling with warm water & salt or vinegar eliminates” the coronavirus.,0
Video shows President Donald Trump saying COVID-19 is Democrats’ “new hoax.”,0
"Says Joe Biden “was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings & a 78% Approval Rating, the highest on record. His was lowest!""",0
"“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”",1
"Says 80% of novel coronavirus cases are ""mild.""",1
"“During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.”",1
Says you can monitor yourself for COVID-19 with a breath test.,0
"“U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.”",0
“It’s actually the safest time to fly.”,0
"Says if you donate blood, “they HAVE to test you” for coronavirus.",0
"""Akira’ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic risk""",0
"Of the Trump administration’s European travel restrictions that exempt the U.K.: “Well, you can just get into the Chunnel, and you’ll be in the U.K.”",1
"“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”",0
Says Tom Hanks has a volleyball to keep him company while he’s quarantined.,0
The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”,0
“NYC man drops dead in middle of street — suspected coronavirus!”,0
“Whole of Italy goes into quarantine.”,1
Says Harvard scientists say the coronavirus is “spreading so fast that it will infect 70% of humanity this year.”,1
“Anybody that wants a test (for the coronavirus) can get a test.”,0
"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""",0
"""Being exposed to the sun for two hours"" kills the 2019 coronavirus.",0
Says Daniel Radcliffe has the coronavirus.,0
“Every election year has a disease” ... SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,0
“You’re more likely to die of influenza right now” than the 2019 coronavirus.,1
Says Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,0
“President Trump has come into contact with a potential coronavirus sufferer!”,0
“The coronavirus was invented and patented in the USA and then planted in China.”,0
“People Of Color May Be Immune To The Coronavirus Because Of Melanin.”,0
The coronavirus is “simply the common cold.”,0
“Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome.”,0
"“With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it's covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.""",1
"Says Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”",0
"The Obama administration ""didn't do anything about” swine flu.",0
“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,0
"The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.""",0
Starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”,0
"“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.”",0
Says the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,0
Quotes Sen. Lindsey Graham as saying President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,0
"The United States is “actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing.""",1
"“The blood test for coronavirus costs $3,200.”",0
"“Man visited Albany, N.Y. days before dying from coronavirus.”",0
Says President Barack Obama “waited six months to call swine flu an emergency after thousands died.”,0
"Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.",0
Says no one has died from the coronavirus in the United States.,0
Says President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”,0
“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,0
“The coronavirus has made it to Mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. That means if the wind blows it your direction you’ll have it also.”,0
Says a photo shows a man wearing a “government issue Saint Laurent hazardous materials suit.”,0
“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”,0
"""Sanitizer will do nothing for the coronavirus.""",0
"”America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.”",0
Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,0
“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”,0
"""Poll Finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.""",0
The mortality rate for the flu is “right around” that of the new coronavirus: “It’s right around 2%.”,0
“Hair weave and lace fronts manufactured in China may contain the coronavirus.”,0
Says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,0
“Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus.”,1
“Corona virus: Florida man arrested for robbery using cough as a weapon.”,0
"Says of President Donald Trump’s actions on the coronavirus: “No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.”",1
Says the CDC recommends men shave their beards to protect against coronavirus.,0
"“The coronavirus is the common cold, folks.”",0
“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,0
Says “The Simpsons” predicted the coronavirus.,0
"High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.""",0
"Coronavirus patients are being ""cremated alive"" in China.",0
Says the 2008 book “End of Days” predicted the current coronavirus outbreak.,0
Says 20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.,0
“Breaking: UK Prepares For Full Lockdown After Hundreds Of New Cases — Wuhan Super Virus Updates.”,0
"Scientists ""are shocked to discover that weed kills corona virus”",0
“When using a medical mask you’re supposed to use… white side out (this is the filter part) for when you’re not sick.”,0
"Says the 2019 coronavirus ""causes sudden death syndrome.""",0
Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”,0
"“Cocaine kills corona virus, scientists is shocked to discover that this drug can fight the virus.”",0
"Says ""the coronavirus was engineered by scientists in a lab.""",0
Says the coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”,0
Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak,0
Says drinking a bleach solution will prevent you from getting the coronavirus.,0
"Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",0
"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""",0
"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",0
"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""",0
"Says a coronavirus patent expired just as there is a ""sudden outbreak"" and, despite ""media fear-mongering,"" there is already a vaccine available.",0
